web-scraper-order,web-scraper-start-url,link,link-href,info,info-href,loupan,dizhi,leixing,jibie,jiejian,wuyefei,kongtiaoleixing,ketishu,huotishu,cheweiyuezujin,dishangcheweishu,wangluotongxun,dixiacheweishu,wuyegongsi,louneipeitao,companies,security,floors,year,zongmianji,biaozhuncengmianji,biaozhuncenggao,Dixiachewei,jinggao,kaifashang,datangcenggao,shewai,kezhuce,kaijianmianji,waiqiang,rent
"1529406680-176","https://sh.xzl.anjuke.com/loupan/p104/","西门都市工业楼宇","/loupan/11890?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11890","西门都市工业楼宇","静安-静安寺-安澜路69号","写字楼","乙级","西门都市工业楼宇位于黄浦区安澜路69号，近西藏南路。交通便捷、租金合理、设施齐全、装修现代、物业管理周到、为商家提供一流的商务服务、房型布局合理、灵活分割可满足各企业人性化的设计追求、是企业领袖精明睿智之选择。","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海黄浦建设发展有限公司","暂无","是","是","暂无","暂无","暂无数据"
"1529416235-1838","https://sh.xzl.anjuke.com/loupan/p49/","华联发展大厦","/loupan/10849?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10849","华联发展大厦","长宁-延安西路-新华路728号","写字楼","乙级","华联发展大厦位于新华路、凯旋路，毗邻延安西路及内环高架，距外滩及虹桥机场仅十余分钟车程。轻轨明珠线及多条公交线路四通八达，异常便捷。周边淮海路、徐家汇、中山公园商圈及虹桥经济开发区提供无限商机。 　　华联发展大厦由13层主楼及3层裙楼组成，总建筑面积13261平方米。紧邻《新华世纪园》大型中心绿地及东华大学园区。是集商业、办公、健身、娱乐为一体的现代化多功能商务楼宇。　　新古典主义建筑风格，既雍容","25元/平米•月","暂无","4部","暂无","800元/月","40个","电信、联通、移动","33个","暂无","ATM、会议室","企业名称：吉特立国际，所属行业：贸易/消费/制造/营运、企业名称：华顺投资，所属行业：会计/金融/银行/保险、企业名称：德国瑰泰贸易（上海）有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海步界律师事务所，所属行业：专业服务/教育/培训、企业名称：上海亚古亚商贸有限公司，所属行业：贸易/消费/制造/营运","ATM、会议室","13层","1905年6月","13261m²","800m²","3.4米","33个","2.5米","上海申冠置业发展有限公司","4米","是","是","50m²、80m²、130m²","玻璃幕墙","4.05元/m²•天"
"1529418493-2228","https://sh.xzl.anjuke.com/loupan/p36/","飞乐大厦二期","/loupan/399737?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/399737","飞乐大厦二期","静安-大宁绿地-永和路390号","创意园区","甲级","暂无数据","10元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海漕河泾物业管理有限公司","暂无","暂无","暂无","10层","2015年6月","暂无","暂无","暂无","暂无","暂无","上海临港企业发展有限公司","暂无","是","是","暂无","暂无","2.84元/m²•天"
"1529416882-1938","https://sh.xzl.anjuke.com/loupan/p45/","星展银行大厦","/loupan/10133?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10133","星展银行大厦","浦东-陆家嘴-陆家嘴环路1318号","写字楼","甲级","陆家嘴金融中心大厦位于陆家嘴金融中心区北侧B4-2-2地块，与北外滩隔江相望，南临陆家嘴环路（即原银城北路），北靠黄浦江滨江绿化带，东侧为在建的哈瓦那酒店，西侧为规划中的鸿海项目。该项目占地面积约为1.2万平方米，建筑面积约4.6万平方米，建筑高度90米，地上18层，地下3层。","34元/平米•月","集中式中央空调","8部","1部","1500元/月","暂无","电信、联通、长城、铁通、移动、卫通、有线通","300个","陆家嘴物业管理有限公司","餐饮、便利店","企业名称：国联安基金管理有限公司，所属行业：会计/金融/银行/保险、企业名称：万邦有利上海代表处，所属行业：会计/金融/银行/保险、企业名称：普华永道，所属行业：会计/金融/银行/保险、企业名称：黑石集团，所属行业：会计/金融/银行/保险、企业名称：上海大三和弦城市环境艺术有限公司，所属行业：专业服务/教育/培训","餐饮、便利店","18层","2009年12月","46000m²","2600m²","4米","300个","3米","上海陆家嘴金融贸易区开发股份有限公司","8米","是","是","200m²、300m²","玻璃幕墙","10.14元/m²•天"
"1529406464-125","https://sh.xzl.anjuke.com/loupan/p106/","蓝波湾生态商务馆","/loupan/11610?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11610","蓝波湾生态商务馆","浦东-张江-科农路88号","写字楼","甲级","孙桥国际生态科技示范区由上海孙桥国际投资公司开发。示范区规划5.11平方公里。有生态酒店、生态会议厅、农业科技馆、研发中心、展示厅、商办楼、人工湖、游艇码头等。　　1.项目介绍：　　A.占地7500平方米的环保生态温控室内建造十一栋别墅式商办房。商办房共21套，2700平方米。单体各为109-246平方米。　　B.环保生态温控室内的温度、日照湿度、通风量由计算机自动控制；室内遍植多层次各种观赏植物","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","5000m²","暂无","暂无","暂无","暂无","暂无","暂无","是","是","暂无","暂无","暂无数据"
"1529409945-813","https://sh.xzl.anjuke.com/loupan/p83/","BETA创意园","/loupan/200182?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/200182","BETA创意园","徐汇-肇嘉浜路-小木桥路600号","写字楼","乙级","全新改造，层高4米以上，每单元预设12门以上电话线路，20兆光纤宽带接入到位，尊享高科技舒适私密办公环境。
物业管理费：10元/平方米/月。
交通便利，近地铁4、7号线，步行均10分钟左右。","10元/平米•月","分体空调","1部","1部","600元/月","4个","电信、联通、移动","15个","上海希科陶瓷有限公司","银行、餐饮、便利店","企业名称：上海朗汇电子科技发展有限公司徐汇分公司，所属行业：计算机/互联网/通信/电子、企业名称：希科陶瓷电器有限公司，所属行业：房地产/建筑","银行、餐饮、便利店","5层","2011年6月","2280m²","350m²","3.5米","15个","3.5米","上海希科陶瓷有限公司","6米","是","是","357m²","涂料","3.55元/m²•天"
"1529419381-2403","https://sh.xzl.anjuke.com/loupan/p30/","海尚杰座","/loupan/224075?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/224075","海尚杰座","杨浦-黄兴公园-营口路588号","商业综合体","甲级","暂无数据","3.5元/平米•月","半集中式中央空调","3部","1部","400元/月","40个","电信、联通、铁通","160个","家悦管理有限公司","银行、ATM、餐饮、便利店、会议室","暂无","银行、ATM、餐饮、便利店、会议室","16层","2006年07月","20000m²","900m²","3.2米","160个","2.8米","上海建工佳龙房产有限公司","8米","是","是","50m²","玻璃幕墙","3.21元/m²•天"
"1529407556-363","https://sh.xzl.anjuke.com/loupan/p98/","宽若商务楼","/loupan/158581?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/158581","宽若商务楼","闵行-七宝-漕宝路3111号","写字楼","乙级","宽若商务楼位于漕宝路航镇路口，距离轨道9号线七宝站15分钟，轨道10号线航中路站10分钟，位于七宝商业区东侧。大楼高8层采光通风良好，设施朴实使用，适合小公司或新开公司入驻。","4元/平米•月","分体空调","1部","1部","400元/月","30个","电信、移动","暂无","暂无","ATM、餐饮、便利店","企业名称：上海惯有商贸有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海复苑教育中心，所属行业：专业服务/教育/培训、企业名称：上海金树木业有限公司，所属行业：贸易/消费/制造/营运、企业名称：上海翰晟环境工程有限公司，所属行业：贸易/消费/制造/营运、企业名称：508方位注册公司，所属行业：专业服务/教育/培训","ATM、餐饮、便利店","7层","1990年9月","4000m²","550m²","3.6米","暂无","2.8米","暂无","4米","否","是","40m²、290m²","面砖","暂无数据"
"1529414475-1575","https://sh.xzl.anjuke.com/loupan/p57/","温商大厦","/loupan/404244?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/404244","温商大厦","松江-九亭-茸梅路（外浜街与茸梅路交叉口西南50米）","商业综合体","甲级","暂无数据","20元/平米•月","暂无","暂无","暂无","暂无","暂无","暂无","暂无","上海温商企业物业管理 有限公司","暂无","暂无","暂无","25层","2017年10月","暂无","暂无","暂无","暂无","暂无","温州企业商会管理有限公司","暂无","是","是","暂无","暂无","2.94元/m²•天"
"1529406021-38","https://sh.xzl.anjuke.com/loupan/p110/","财富商业广场","/loupan/10950?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/10950","财富商业广场","普陀-真如-政旦东路8弄","写字楼","乙级","本案位于政旦东路，是10000平方米专业服饰商城，有先进的物业管理，能保证购物环境。商铺共五层，地下一层，每层总建2000平方米。-1至2楼是分割式商铺，3、4楼是非分割商铺，5楼至16楼是商用住宅。","2元/平米•月","暂无","3部","1部","500元/月","暂无","暂无","321个","暂无","食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心","企业名称：君航通信科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：财富商业广场管理有限公司，所属行业：房地产/建筑、企业名称：上海淳平网络科技有限公司，所属行业：计算机/互联网/通信/电子、企业名称：都识数据服务有限公司，所属行业：计算机/互联网/通信/电子、企业名称：上海企广叶贸易有限公司，所属行业：贸易/消费/制造/营运","食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心","16层","2004年6月","150000m²","2000m²","4.9米","321个","3.2米","上海环隆房地产有限公司","5.4米","是","是","200m²","面砖","暂无数据"
"1529417697-2065","https://sh.xzl.anjuke.com/loupan/p41/","海上硕和城SOHO商务中心","/loupan/159419?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/159419","海上硕和城SOHO商务中心","杨浦-五角场-营口路与安波路交汇处","商业综合体","丙级","海上硕和城位于安波路以南、营口路以西，临近黄兴绿地及市级副中心五角场。整个项目占地面积12万平方米，规划总建筑面积约30万平方米，分多期开发，是一个集住宅、商业、 办公等多种形式于一体的超大创新型社区。","15元/平米•月","分体空调","6部","1部","500元/月","800个","电信、联通、长城、铁通、移动、卫通、有线通","20个","暂无","食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心","暂无","食堂、银行、ATM、餐饮、便利店、干洗店、商务中心、会议室、会展中心","14层","2012年10月","87000m²","1500m²","2.8米","20个","3米","上海硕和房地产开发有限公司","5米","是","是","90m²、390m²","涂料","2.84元/m²•天"
"1529409451-727","https://sh.xzl.anjuke.com/loupan/p86/","华美达大酒店","/loupan/203831?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/203831","华美达大酒店","徐汇-漕河泾-漕宝路509号","酒店写字楼","甲级","暂无数据","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","28层","暂无","暂无","暂无","暂无","暂无","暂无","暂无","暂无","否","是","暂无","暂无","暂无数据"
"1529415560-1743","https://sh.xzl.anjuke.com/loupan/p52/","世昶生活广场","/loupan/11829?from=loupanlist","楼盘参数","https://sh.xzl.anjuke.com/loupan/canshu/11829","世昶生活广场","嘉定-安亭-安亭新源路58号","写字楼","甲级","世昶广场位于上海国际汽车城汽车俱乐部街区的核心位置新源路商业街，东靠墨玉路金融一条街，南面与在建的轨道交通11号线隔街相望，2009年6月即将通车运行，该线途经江苏路、徐家汇、世博会址直至临港新城。　　世昶广场周边商务配套设施已十分成熟，新源路是该地区著名的餐饮特色一条街，购物可去世纪联华、农工商超市，此外，工行，建行等各大银行、中小学校、区级医疗机构也都在10分钟的步行范围内。　　作为安亭首座对","12元/平米•月","集中式中央空调","2部","1部","150元/月","400个","电信","220个","暂无","银行、ATM、餐饮、便利店、会议室","企业名称：纠错上航旅游(真光路店)，所属行业：专业服务/教育/培训、企业名称：上海杰上杰贸易有限公司，所属行业：贸易/消费/制造/营运","银行、ATM、餐饮、便利店、会议室","20层","2001年1月","55280m²","1341m²","6米","220
个","2.7米","世昶置业有限公司","6.5米","是","是","200m²","面砖","暂无数据"
